id,compartments,species,reactions,parameters,events,rules,function_definitions,time,bytes,gctime,gcstats,filesize
MODEL1703150000,9,2129,1474,5896,0,0,0,6.271925089,206052189,0.311734887,"Base.GC_Diff(206052189, 234, 0, 4297827, 3018, 96, 311734887, 1, 1)",5474990
MODEL1001200000,2,1748,1059,6103,0,0,0,9.484958256,54213985,0.0,"Base.GC_Diff(54213985, 99, 0, 1549444, 372, 0, 0, 0, 0)",5219685
BIOMD0000000497,2,295,285,2031,1,0,0,5.174880315,9605232,0.0,"Base.GC_Diff(9605232, 8, 0, 325760, 13, 0, 0, 0, 0)",2990743
BIOMD0000000496,2,295,285,2020,1,0,0,5.118963571,9579824,0.0,"Base.GC_Diff(9579824, 8, 0, 324959, 13, 0, 0, 0, 0)",2970772
MODEL1009150002,7,1604,1826,7304,0,0,0,5.085337304,15635770,0.829799745,"Base.GC_Diff(15635770, 15, 0, 305983, 17, 34, 829799745, 1, 0)",2619292
MODEL3632127506,2,872,1750,3422,0,0,0,2.523304768,14765656,0.0,"Base.GC_Diff(14765656, 15, 0, 319097, 14, 0, 0, 0, 0)",1703226
MODEL1007060000,4,1025,1001,4004,0,0,0,1.867753183,9940584,0.0,"Base.GC_Diff(9940584, 15, 0, 166753, 15, 0, 0, 0, 0)",1574016
BIOMD0000000579,5,240,175,272,0,0,0,0.584050068,2910504,0.0,"Base.GC_Diff(2910504, 6, 0, 37880, 123, 0, 0, 0, 0)",1518146
BIOMD0000000628,1,135,587,152,3,94,0,2.052178168,5021792,0.0,"Base.GC_Diff(5021792, 4, 0, 102482, 10, 0, 0, 0, 0)",1505136
BIOMD0000000474,5,133,367,388,0,29,0,1.304671303,3863499,0.0,"Base.GC_Diff(3863499, 5, 0, 95787, 11, 0, 0, 0, 0)",1085325
MODEL3631586579,1,436,850,1661,0,0,0,0.948385322,6830336,0.0,"Base.GC_Diff(6830336, 10, 0, 154097, 13, 0, 0, 0, 0)",802873
MODEL1505110000,3,77,68,440,0,3,0,0.75999821,1907552,0.0,"Base.GC_Diff(1907552, 4, 0, 61617, 10, 0, 0, 0, 0)",549199
MODEL1710030000,1,97,143,166,7,64,0,0.313308653,1501032,0.0,"Base.GC_Diff(1501032, 3, 0, 40422, 8, 0, 0, 0, 0)",545026
MODEL1006230090,1,0,0,650,0,376,0,12.419488444,3063168,0.0,"Base.GC_Diff(3063168, 2, 0, 124583, 7, 0, 0, 0, 0)",482581
BIOMD0000000505,2,54,59,224,0,1,0,1.873952032,1922368,0.0,"Base.GC_Diff(1922368, 4, 0, 63404, 10, 0, 0, 0, 0)",472367
BIOMD0000000627,6,65,64,228,0,23,0,0.248540257,1508504,0.0,"Base.GC_Diff(1508504, 4, 0, 37239, 12, 0, 0, 0, 0)",454725
BIOMD0000000183,1,67,352,61,0,46,0,0.412151413,2435576,0.0,"Base.GC_Diff(2435576, 4, 0, 54920, 10, 0, 0, 0, 0)",451300
MODEL1508170000,8,144,146,266,4,0,0,0.236871503,1629072,0.0,"Base.GC_Diff(1629072, 5, 0, 33047, 11, 0, 0, 0, 0)",441044
BIOMD0000000494,1,80,71,141,2,2,0,0.227456964,1080952,0.0,"Base.GC_Diff(1080952, 3, 0, 24977, 30, 0, 0, 0, 0)",440372
MODEL1708210000,1,59,106,124,1,0,0,1.258381295,2243328,0.0,"Base.GC_Diff(2243328, 3, 0, 76944, 11, 0, 0, 0, 0)",436941
BIOMD0000000506,2,54,59,224,0,2,0,2.256518695,1924648,0.419601297,"Base.GC_Diff(1924648, 4, 0, 63500, 10, 41, 419601297, 1, 1)",395357
BIOMD0000000636,1,78,113,169,0,8,0,0.172597105,1263776,0.0,"Base.GC_Diff(1263776, 3, 0, 27664, 9, 0, 0, 0, 0)",377351
MODEL1006230049,1,0,0,679,0,677,0,65.170487187,2441952,0.0,"Base.GC_Diff(2441952, 4, 0, 84327, 8, 0, 0, 0, 0)",376207
MODEL1006230053,1,0,0,679,0,677,0,65.641973033,2501920,0.0,"Base.GC_Diff(2501920, 4, 0, 85031, 8, 0, 0, 0, 0)",375211
MODEL1006230077,1,0,0,679,0,677,0,65.087864891,2433192,0.0,"Base.GC_Diff(2433192, 4, 0, 83937, 8, 0, 0, 0, 0)",375137
BIOMD0000000635,1,80,113,160,0,7,0,0.165259513,1245112,0.0,"Base.GC_Diff(1245112, 3, 0, 26866, 9, 0, 0, 0, 0)",366238
MODEL1001150000,1,156,480,48,0,1,0,0.299375066,2824352,0.0,"Base.GC_Diff(2824352, 4, 0, 62655, 10, 0, 0, 0, 0)",365802
BIOMD0000000491,3,57,86,172,0,0,0,0.184754001,1034440,0.0,"Base.GC_Diff(1034440, 4, 0, 16826, 10, 0, 0, 0, 0)",347835
BIOMD0000000492,3,52,88,176,0,0,0,0.186817973,1034688,0.0,"Base.GC_Diff(1034688, 4, 0, 16940, 10, 0, 0, 0, 0)",345228
MODEL1603270000,1,94,118,143,0,4,0,0.198314568,1146280,0.0,"Base.GC_Diff(1146280, 3, 0, 25779, 8, 0, 0, 0, 0)",336087
BIOMD0000000451,2,94,53,181,0,2,0,0.28064983,1150176,0.0,"Base.GC_Diff(1150176, 4, 0, 28139, 10, 0, 0, 0, 0)",326828
MODEL1410060000,2,45,41,171,0,25,0,0.207963279,967808,0.0,"Base.GC_Diff(967808, 3, 0, 22149, 9, 0, 0, 0, 0)",321510
BIOMD0000000453,1,109,117,188,0,1,0,0.167709232,1219792,0.0,"Base.GC_Diff(1219792, 4, 0, 24241, 10, 0, 0, 0, 0)",316738
BIOMD0000000452,1,109,117,187,0,1,0,0.178946201,1210120,0.0,"Base.GC_Diff(1210120, 4, 0, 24015, 10, 0, 0, 0, 0)",313995
MODEL1006230112,1,0,0,546,0,545,0,21.176412396,1630408,0.0,"Base.GC_Diff(1630408, 2, 0, 64767, 7, 0, 0, 0, 0)",292981
MODEL1006230100,1,0,0,546,0,545,0,21.257700453,1630392,0.0,"Base.GC_Diff(1630392, 2, 0, 64767, 7, 0, 0, 0, 0)",292927
BIOMD0000000699,2,36,48,23,1,12,0,0.157851402,643576,0.0,"Base.GC_Diff(643576, 1, 0, 12454, 17, 0, 0, 0, 0)",267718
BIOMD0000000701,2,36,48,23,1,12,0,0.154583195,627640,0.0,"Base.GC_Diff(627640, 1, 0, 12352, 11, 0, 0, 0, 0)",257122
MODEL1101170000,2,189,225,286,0,3,0,0.26775787,2233064,0.0,"Base.GC_Diff(2233064, 6, 0, 51832, 11, 0, 0, 0, 0)",255033
BIOMD0000000702,2,36,48,23,1,12,0,0.152273286,620096,0.0,"Base.GC_Diff(620096, 1, 0, 12377, 15, 0, 0, 0, 0)",248618
MODEL0406793751,1,0,0,298,0,213,0,0.358951744,1319848,0.0,"Base.GC_Diff(1319848, 2, 0, 50407, 6, 0, 0, 0, 0)",218248
BIOMD0000000503,2,76,34,192,0,4,0,0.264159038,997224,0.0,"Base.GC_Diff(997224, 3, 0, 27241, 9, 0, 0, 0, 0)",216486
BIOMD0000000613,7,31,58,268,1,141,0,0.438432276,1632468,0.0,"Base.GC_Diff(1632468, 3, 0, 32920, 9, 0, 0, 0, 0)",210340
BIOMD0000000725,1,51,31,93,0,0,0,0.123346899,619744,0.0,"Base.GC_Diff(619744, 2, 0, 14226, 8, 0, 0, 0, 0)",209604
BIOMD0000000504,4,75,132,131,0,0,0,0.110530859,917624,0.0,"Base.GC_Diff(917624, 3, 0, 18199, 9, 0, 0, 0, 0)",208969
MODEL1701170001,1,71,79,152,0,5,0,0.107968952,813768,0.0,"Base.GC_Diff(813768, 3, 0, 18561, 8, 0, 0, 0, 0)",208784
MODEL1006230030,1,0,0,509,0,385,0,0.263759075,1101472,0.0,"Base.GC_Diff(1101472, 2, 0, 41710, 7, 0, 0, 0, 0)",208131
MODEL0847999575,1,0,0,494,0,379,0,0.392116039,1078456,0.0,"Base.GC_Diff(1078456, 2, 0, 40725, 6, 0, 0, 0, 0)",207478
MODEL5950552398,1,61,53,234,0,0,0,0.422101524,1568312,0.0,"Base.GC_Diff(1568312, 4, 0, 51923, 9, 0, 0, 0, 0)",205326
BIOMD0000000463,1,39,50,55,0,19,0,0.086971682,558056,0.0,"Base.GC_Diff(558056, 2, 0, 10543, 8, 0, 0, 0, 0)",204801
MODEL1102210000,7,192,197,316,0,0,0,0.189791054,1806776,0.0,"Base.GC_Diff(1806776, 6, 0, 36991, 11, 0, 0, 0, 0)",202670
MODEL1411210000,5,35,0,131,0,75,0,0.094356654,513688,0.0,"Base.GC_Diff(513688, 1, 0, 15154, 6, 0, 0, 0, 0)",197103
MODEL1303260017,2,61,33,168,0,6,0,0.371578563,1006704,0.0,"Base.GC_Diff(1006704, 3, 0, 28641, 10, 0, 0, 0, 0)",196504
MODEL1303260018,2,61,33,168,0,6,0,0.372046648,1006704,0.0,"Base.GC_Diff(1006704, 3, 0, 28641, 10, 0, 0, 0, 0)",196441
MODEL1109150000,3,60,98,133,0,19,0,0.137412936,892312,0.0,"Base.GC_Diff(892312, 3, 0, 19532, 8, 0, 0, 0, 0)",195885
BIOMD0000000501,1,35,57,7,0,1,0,0.182864176,537560,0.0,"Base.GC_Diff(537560, 1, 0, 13165, 6, 0, 0, 0, 0)",195659
MODEL1303260016,2,61,33,166,0,6,0,0.369272215,1002376,0.0,"Base.GC_Diff(1002376, 3, 0, 28456, 10, 0, 0, 0, 0)",194370
MODEL1103210001,2,48,48,410,0,175,0,0.345054106,3392998,0.0,"Base.GC_Diff(3392998, 4, 0, 75165, 23, 0, 0, 0, 0)",193212
BIOMD0000000498,2,21,44,68,0,1,0,0.42089308,29452757,0.0,"Base.GC_Diff(29452757, 5, 0, 443677, 409, 0, 0, 0, 0)",191243
BIOMD0000000488,1,69,112,73,1,0,0,0.235236259,18705991,0.0,"Base.GC_Diff(18705991, 9, 0, 322739, 273, 0, 0, 0, 0)",187462
MODEL1303260015,2,61,32,155,0,6,0,0.463334231,33231693,0.0,"Base.GC_Diff(33231693, 25, 0, 612469, 544, 0, 0, 0, 0)",186811
MODEL1303260014,2,61,32,155,0,6,0,0.379700228,20808876,0.0,"Base.GC_Diff(20808876, 25, 0, 439680, 399, 0, 0, 0, 0)",186692
BIOMD0000000634,1,69,112,73,1,0,0,0.099102745,5743409,0.0,"Base.GC_Diff(5743409, 9, 0, 121605, 87, 0, 0, 0, 0)",183227
MODEL1303260013,2,61,31,146,0,6,0,0.336771712,10609826,0.0,"Base.GC_Diff(10609826, 22, 0, 267224, 200, 0, 0, 0, 0)",183155
MODEL1303260012,2,61,31,145,0,6,0,0.316953896,9401980,0.0,"Base.GC_Diff(9401980, 20, 0, 244845, 188, 0, 0, 0, 0)",179834
MODEL1303260011,2,61,30,142,0,6,0,0.310897899,9469496,0.0,"Base.GC_Diff(9469496, 17, 0, 241697, 168, 0, 0, 0, 0)",177423
MODEL1303260010,2,61,30,142,0,6,0,0.304823705,5229048,0.0,"Base.GC_Diff(5229048, 9, 0, 150942, 81, 0, 0, 0, 0)",177282
MODEL1303260009,2,61,30,142,0,6,0,0.302983934,7228696,0.0,"Base.GC_Diff(7228696, 16, 0, 205734, 110, 0, 0, 0, 0)",177157
MODEL1701170000,1,59,54,115,0,6,0,0.078769919,1751808,0.0,"Base.GC_Diff(1751808, 6, 0, 46247, 29, 0, 0, 0, 0)",175784
MODEL7914464799,1,0,0,371,0,195,0,0.321955383,4793736,0.0,"Base.GC_Diff(4793736, 10, 0, 138443, 57, 0, 0, 0, 0)",174900
MODEL1006230108,1,0,0,328,0,197,0,0.159404631,2031632,0.0,"Base.GC_Diff(2031632, 4, 0, 68411, 20, 0, 0, 0, 0)",172915
MODEL1303260008,2,61,28,132,0,6,0,0.289944338,2495072,0.0,"Base.GC_Diff(2495072, 7, 0, 72369, 32, 0, 0, 0, 0)",171255
MODEL0975191032,1,116,133,219,0,0,0,0.190154049,2352452,0.0,"Base.GC_Diff(2352452, 7, 0, 47572, 23, 0, 0, 0, 0)",169147
MODEL1303260007,2,61,26,129,0,6,0,0.289622822,2981739,0.0,"Base.GC_Diff(2981739, 7, 0, 75608, 32, 0, 0, 0, 0)",167166
MODEL1409240003,2,23,0,126,0,55,0,0.069570331,905872,0.0,"Base.GC_Diff(905872, 2, 0, 30144, 10, 0, 0, 0, 0)",165808
MODEL1006230058,1,0,0,319,0,187,0,0.16416933,2201368,0.0,"Base.GC_Diff(2201368, 7, 0, 69141, 24, 0, 0, 0, 0)",165606
MODEL1303260006,2,60,25,128,0,6,0,0.294149055,1778248,0.0,"Base.GC_Diff(1778248, 4, 0, 60398, 16, 0, 0, 0, 0)",164297
MODEL1006230092,1,0,0,277,0,275,0,0.709410374,22356522,0.311734887,"Base.GC_Diff(22356522, 20, 0, 434977, 75, 96, 311734887, 1, 1)",160481
BIOMD0000000625,1,19,38,50,0,0,0,0.059042855,666288,0.0,"Base.GC_Diff(666288, 1, 0, 13042, 12, 0, 0, 0, 0)",158969
BIOMD0000000750,1,8,25,41,0,1,0,0.068709516,881384,0.0,"Base.GC_Diff(881384, 2, 0, 23272, 10, 0, 0, 0, 0)",157665
MODEL1604100000,1,53,168,22,0,8,0,0.187423645,960896,0.0,"Base.GC_Diff(960896, 2, 0, 20242, 7, 0, 0, 0, 0)",155159
BIOMD0000000515,3,51,40,181,0,0,0,0.12577695,1336704,0.0,"Base.GC_Diff(1336704, 3, 0, 41131, 13, 0, 0, 0, 0)",154684
MODEL0912160004,1,0,0,243,0,133,0,0.358518291,1032496,0.0,"Base.GC_Diff(1032496, 2, 0, 38149, 5, 0, 0, 0, 0)",152800
BIOMD0000000151,2,68,72,105,0,0,0,0.083737196,782488,0.0,"Base.GC_Diff(782488, 3, 0, 16896, 8, 0, 0, 0, 0)",152056
BIOMD0000000516,3,50,40,179,0,0,0,0.123095233,840272,0.0,"Base.GC_Diff(840272, 3, 0, 21916, 9, 0, 0, 0, 0)",149238
MODEL1101100000,2,38,16,50,0,0,0,0.076615775,379656,0.0,"Base.GC_Diff(379656, 1, 0, 7774, 12, 0, 0, 0, 0)",148056
BIOMD0000000578,1,76,96,103,0,37,0,0.081377313,794432,0.0,"Base.GC_Diff(794432, 3, 0, 18019, 9, 0, 0, 0, 0)",147214
MODEL0911601070,1,0,0,241,0,90,0,0.198501867,1797016,0.0,"Base.GC_Diff(1797016, 3, 0, 63395, 14, 0, 0, 0, 0)",147009
MODEL7893871775,1,0,0,250,0,138,0,0.221516054,2211880,0.0,"Base.GC_Diff(2211880, 5, 0, 63572, 27, 0, 0, 0, 0)",145096
MODEL1303260005,2,51,22,111,0,5,0,0.246155126,934384,0.0,"Base.GC_Diff(934384, 2, 0, 24879, 13, 0, 0, 0, 0)",141174
BIOMD0000000161,7,46,43,131,0,12,0,0.091235203,689144,0.0,"Base.GC_Diff(689144, 3, 0, 16757, 8, 0, 0, 0, 0)",140633
BIOMD0000000697,1,16,30,25,0,6,0,0.078498627,354232,0.0,"Base.GC_Diff(354232, 0, 0, 6660, 12, 0, 0, 0, 0)",140196
MODEL1303260004,2,51,22,111,0,5,0,0.241184025,662104,0.0,"Base.GC_Diff(662104, 2, 0, 19845, 7, 0, 0, 0, 0)",140111
BIOMD0000000510,3,47,36,156,0,0,0,0.108280631,685024,0.0,"Base.GC_Diff(685024, 2, 0, 19493, 8, 0, 0, 0, 0)",139953
BIOMD0000000511,3,46,36,154,0,0,0,0.108033935,682480,0.0,"Base.GC_Diff(682480, 2, 0, 19415, 8, 0, 0, 0, 0)",139015
MODEL1606100000,4,11,12,100,0,32,0,0.125175402,400344,0.0,"Base.GC_Diff(400344, 1, 0, 11326, 7, 0, 0, 0, 0)",138461
BIOMD0000000514,3,46,35,150,0,0,0,0.105225769,665416,0.0,"Base.GC_Diff(665416, 2, 0, 18787, 8, 0, 0, 0, 0)",136686
MODEL1006230065,1,0,0,278,0,155,0,0.117185465,834000,0.0,"Base.GC_Diff(834000, 2, 0, 29963, 6, 0, 0, 0, 0)",134964
MODEL1112260002,5,56,135,135,0,10,0,0.132837656,890264,0.0,"Base.GC_Diff(890264, 3, 0, 18745, 8, 0, 0, 0, 0)",133916
MODEL1102210001,1,119,151,58,0,0,0,0.153144065,1033920,0.0,"Base.GC_Diff(1033920, 3, 0, 23790, 8, 0, 0, 0, 0)",132718
MODEL1303260003,2,46,21,106,0,5,0,0.235945078,638528,0.0,"Base.GC_Diff(638528, 2, 0, 18974, 7, 0, 0, 0, 0)",131086
BIOMD0000000651,1,29,16,34,0,0,0,0.04242326,275480,0.0,"Base.GC_Diff(275480, 1, 0, 4984, 7, 0, 0, 0, 0)",130597
MODEL1303260002,2,46,21,105,0,5,0,0.236508919,635816,0.0,"Base.GC_Diff(635816, 2, 0, 18859, 7, 0, 0, 0, 0)",130060
BIOMD0000000757,1,10,18,32,0,9,0,0.05679676,283208,0.0,"Base.GC_Diff(283208, 0, 0, 5100, 4, 0, 0, 0, 0)",128509
MODEL1303260001,2,46,19,95,0,5,0,0.223487849,596632,0.0,"Base.GC_Diff(596632, 2, 0, 17460, 7, 0, 0, 0, 0)",124242
MODEL1204240000,1,38,69,73,0,0,0,0.06530694,582296,0.0,"Base.GC_Diff(582296, 2, 0, 11554, 7, 0, 0, 0, 0)",124018
MODEL1506220000,1,32,12,45,0,0,0,0.056417567,326952,0.0,"Base.GC_Diff(326952, 1, 0, 6239, 19, 0, 0, 0, 0)",122153
MODEL1303260000,2,46,19,93,0,5,0,0.206030157,581888,0.0,"Base.GC_Diff(581888, 2, 0, 16842, 7, 0, 0, 0, 0)",121405
BIOMD0000000769,1,5,24,27,0,0,0,0.053246585,283992,0.0,"Base.GC_Diff(283992, 0, 0, 4864, 5, 0, 0, 0, 0)",119413
MODEL0912153452,1,0,0,214,0,122,0,0.205816441,734776,0.0,"Base.GC_Diff(734776, 2, 0, 25538, 5, 0, 0, 0, 0)",119313
MODEL1150151512,1,0,0,186,0,114,0,0.207782441,730696,0.0,"Base.GC_Diff(730696, 2, 0, 25082, 6, 0, 0, 0, 0)",116823
MODEL0318212660,1,15,41,55,0,0,0,0.050102184,364128,0.0,"Base.GC_Diff(364128, 1, 0, 5429, 7, 0, 0, 0, 0)",116819
MODEL1012090006,1,38,45,45,0,0,0,0.053010219,474976,0.0,"Base.GC_Diff(474976, 2, 0, 9142, 6, 0, 0, 0, 0)",116478
BIOMD0000000743,1,4,14,31,0,0,0,0.051693099,241392,0.0,"Base.GC_Diff(241392, 0, 0, 4509, 4, 0, 0, 0, 0)",115698
MODEL4992089662,3,47,36,106,0,3,0,0.09744907,579864,0.0,"Base.GC_Diff(579864, 2, 0, 15073, 8, 0, 0, 0, 0)",114145
MODEL1006230063,1,0,0,229,0,106,0,0.092510406,737240,0.0,"Base.GC_Diff(737240, 2, 0, 25521, 6, 0, 0, 0, 0)",113674
BIOMD0000000640,1,45,48,60,0,14,0,0.058109082,473512,0.0,"Base.GC_Diff(473512, 3, 0, 8850, 9, 0, 0, 0, 0)",112440
MODEL1009220000,2,28,21,110,0,0,0,0.156500377,487320,0.0,"Base.GC_Diff(487320, 1, 0, 13856, 7, 0, 0, 0, 0)",111955
BIOMD0000000759,1,6,19,24,0,1,0,0.050084364,248688,0.0,"Base.GC_Diff(248688, 0, 0, 4457, 5, 0, 0, 0, 0)",111743
MODEL0848116681,1,0,0,191,0,134,0,0.15235705,721184,0.0,"Base.GC_Diff(721184, 2, 0, 25205, 5, 0, 0, 0, 0)",110688
MODEL1006230078,1,0,0,191,0,134,0,0.096673372,717272,0.0,"Base.GC_Diff(717272, 2, 0, 24927, 6, 0, 0, 0, 0)",110596
MODEL1006230101,1,0,0,191,0,134,0,0.095073586,717272,0.0,"Base.GC_Diff(717272, 2, 0, 24927, 6, 0, 0, 0, 0)",110592
